"NumberObject";"LESHOS";"LESNICH";"KZAS";"KV";"ADMR";"AKT";"FIRMA";"EX";"VYDEL";"PL";"KZM_M1";"OZU";"POR_M3";"BON";"TL";"TUM";"GRV";"ZAPV";"XOZS";"VOZRR";"KLVOZR";"XMER1";"XMER1P";"SUX";"XMER2";"POR_M2";"GOD_R";"PNI_W";"PNI_C";"DM";"NE2A";"PTK2";"PTK1";"TIP_M3";"ZAXLO";"ZAXLL";"OPT";"PTG";"MAPINFO_ID";"XMER3";"EKS";"KRUT";"LFLAG"
5537;21;2;"120800";79;"522";"14";"1";"21";21;8,00;1101;0;302600;"1À";"ÊÈÑ";"Ñ2";2;"8";"14";"35";"2";0;0;;0;"100100";;;;;;;;;;;;22;83797;0;;;1
5538;21;2;"120800";79;"522";"14";"1";"21";23;2,00;1101;183;100100;"2";"×ÅÐ";"À3";6;"8";"1";"29";"6";1621;0;"10";0;;;;;;;;;;"10";;;12;83798;0;;;1
5539;21;2;"120800";79;"522";"14";"1";"21";32;1,00;2305;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;83799;0;;;1
5540;21;2;"120800";79;"522";"14";"1";"21";34;1,00;2310;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;83800;0;;;1
5541;21;2;"131802";79;"522";"14";"1";"21";8;33,00;1103;0;302600;"1À";"ÎÐ";"Ñ2";3;"79";"14";"35";"3";1431;50;;3375;"100100";;;;;;;;;;;;11;83801;0;;;1
5542;21;2;"131802";79;"522";"14";"1";"21";9;6,00;1103;0;302600;"1À";"ÎÐ";"Ñ2";3;"12";"14";"35";"3";1431;50;;3375;"100200";;;;;;;;;;;;22;83802;0;;;1
5543;21;2;"131802";79;"522";"14";"1";"21";12;3,00;1108;0;100200;"1À";"ÊÈÑ";"Ä2";2;"8";"3";"29";"2";1431;30;;1470;;;;;;;;;;;;;23;83803;0;;;1
5544;21;2;"131802";79;"522";"14";"1";"21";13;10,00;1106;0;302600;"1Á";"ÊÈÑ";"Ä2";3;"26";"14";"35";"3";1431;20;;0;"100200";;;;;;;;;;;;23;83804;0;;;1
5545;21;2;"131802";79;"522";"14";"1";"21";14;12,00;1108;0;100200;"1";"ÊÈÑ";"Ä2";2;"26";"3";"29";"2";1431;20;;0;;;;;;;;;;;;;23;83805;0;;;1
5546;21;2;"131802";79;"522";"14";"1";"21";18;13,00;1101;0;302600;"1À";"ÎÐ";"Ñ2";3;"25";"14";"35";"3";1431;40;;0;"100100";;;;;;;;;;;;11;83806;0;;;1
5547;21;2;"131802";79;"522";"14";"1";"21";19;3,00;1201;0;100100;"1À";"ÊÈÑ";"Ñ2";0;;"1";"29";;0;0;;0;;;;;;;;;;;;;22;83807;0;;;1
5548;21;2;"131802";79;"522";"14";"1";"21";20;7,00;1106;0;302600;"1À";"ÎÐ";"Â2";3;"8";"14";"35";"3";0;0;;0;"100100";;;;;;;;;;;;9;83808;0;;;1
5549;21;2;"131802";79;"522";"14";"1";"21";22;7,00;1101;0;302600;"2";"×ÅÐ";"Â3";3;"8";"14";"35";"3";0;0;;0;;;;;;;;;;;;;12;83809;0;;;1
5550;21;2;"131802";79;"522";"14";"1";"21";24;6,00;1510;0;304110;"1À";"ÊÐ";"Ä4";0;;"16";"37";;3285;0;;0;"304110";;;;;;;;;;;;24;83810;0;;;1
5551;21;2;"131802";79;"522";"14";"1";"21";25;20,00;1101;0;100100;"1À";"ÊÈÑ";"Ñ2";4;"114";"1";"29";"4";1435;30;;0;;;;;;;;;;"20";;;22;83811;0;;;1
5552;21;2;"131802";79;"522";"14";"1";"21";26;7,00;1108;0;100200;"2";"ÎÐ";"Ñ2";1;;"3";"29";"1";1414;0;;0;;;;;;;;;;;;;22;83812;0;;;1
5553;21;2;"131802";79;"522";"14";"1";"21";27;5,00;1101;0;302600;"1À";"ÊÈÑ";"Ä2";3;"14";"14";"35";"4";1435;15;;0;;;;;;;;;;;;;23;83813;0;;;1
5554;21;2;"131802";79;"522";"14";"1";"21";28;1,00;1101;0;302600;"1À";"ÎÐ";"Ñ2";6;"3";"14";"35";"8";1211;0;;3285;"100100";;;;;;;;;"5";;;22;83814;0;;;1
5555;21;2;"131802";79;"522";"14";"1";"21";29;4,00;1101;0;304110;"1";"ÏÀÏ";"Ñ4";5;"12";"16";"37";"6";0;0;;0;;;;;;;;;;;;;31;83815;0;;;1
5556;21;2;"131802";79;"522";"14";"1";"21";30;13,00;1103;0;100100;"1À";"ÎÐ";"Â2";2;"27";"1";"29";"2";1431;30;;0;;;;;;;;;;;;;9;83816;0;;;1
5557;21;2;"131802";79;"522";"14";"1";"21";31;10,00;1103;0;302600;"1À";"ÎÐ";"Ñ2";3;"24";"14";"35";"3";1431;50;;3375;"100100";;;;;;;;;"10";;;11;83817;0;;;1
5558;21;2;"131802";79;"522";"14";"1";"21";33;2,00;2305;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;83818;0;;;1
5559;21;2;"131802";79;"522";"14";"1";"21";35;2,00;2310;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;83819;0;;;1
5560;21;2;"131802";79;"556";"14";"1";"21";36;1,00;1101;0;302600;"1À";"ÎÐ";"Ñ2";3;"1";"14";"35";"3";0;0;;0;"100100";;;;;;;;;;;;11;83820;0;;;1
5561;21;2;"131802";79;"556";"14";"1";"21";37;2,00;1101;0;302600;"1À";"ÎÐ";"Ñ2";3;"3";"14";"35";"3";0;0;;0;"100100";;;;;;;;;"10";;;11;83821;0;;;1
5562;21;2;"120800";80;"556";"14";"1";"21";6;10,00;1108;0;100200;"2";"ÎÐ";"Ñ2";1;"2";"3";"29";"1";1411;40;;0;;;;;;;;;;;;;22;83822;0;;;1
5563;21;2;"120800";80;"556";"14";"1";"21";7;1,00;1201;0;100200;"1";"ÊÈÑ";"Ä2";0;;"3";"29";;0;0;;0;;;;;;;;;;;;;23;83823;0;;;1
5564;21;2;"120800";80;"556";"14";"1";"21";8;28,00;1101;0;100200;"1À";"ÊÈÑ";"Ä2";4;"118";"3";"29";"4";0;0;;0;;;;;;;;;;;;;23;83824;0;;;1
5565;21;2;"120800";80;"556";"14";"1";"21";9;3,00;1101;0;100100;"1";"×ÅÐ";"Â3";3;"9";"1";"29";"3";1435;15;;1470;;;;;;;;;;;;;12;83825;0;;;1
5566;21;2;"120800";80;"556";"14";"1";"21";10;24,00;1101;183;100100;"1";"×ÅÐ";"Â3";3;"72";"1";"29";"3";1435;15;;1470;;;;;;;;;;;;;12;83826;0;;;1
5567;21;2;"120800";80;"556";"14";"1";"21";11;12,00;1101;0;100200;"1";"ÎÐ";"Ñ2";4;"41";"3";"29";"4";0;0;;0;;;;;;;;;;;;;22;83827;0;;;1
5568;21;2;"120800";80;"556";"14";"1";"21";12;8,00;1101;183;100200;"1";"ÎÐ";"Ñ2";4;"28";"3";"29";"4";0;0;;0;;;;;;;;;;;;;22;83828;0;;;1
5569;21;2;"120800";80;"556";"14";"1";"21";13;11,00;1101;183;100200;"1À";"ÊÈÑ";"Ä2";4;"42";"3";"29";"4";0;0;;0;;;;;;;;;;;;;23;83829;0;;;1
5570;21;2;"120800";80;"556";"14";"1";"21";14;5,00;1101;183;100100;"2";"ÌØ";"À2";3;"12";"1";"29";"3";1435;15;;1470;;;;;;;;;;;;;8;83830;0;;;1
5571;21;2;"120800";80;"556";"14";"1";"21";15;4,00;1101;183;100100;"2";"ÌØ";"À2";3;"10";"1";"29";"3";1435;15;;1470;;;;;;;;;;;;;8;83831;0;;;1
5572;21;2;"120800";80;"556";"14";"1";"21";16;11,00;1108;393;100100;"1À";"ÎÐ";"Â2";2;"20";"1";"29";"2";0;0;;0;;;;;;;;;;;;;12;83832;0;;;1
5573;21;2;"120800";80;"556";"14";"1";"21";17;18,00;1101;0;100100;"1";"×ÅÐ";"Â3";3;"52";"1";"29";"3";1435;15;;1470;;;;;;;;;;;;;12;83833;0;;;1
5574;21;2;"120800";80;"556";"14";"1";"21";18;11,00;1108;0;100100;"1";"ÎÐ";"Â2";2;"22";"1";"29";"2";1431;35;;1470;;;;;;;;;;;;;8;83834;0;;;1
5575;21;2;"120800";80;"556";"14";"1";"21";19;6,00;1108;183;100100;"1À";"ÎÐ";"Â2";2;"11";"1";"29";"2";1431;15;;0;;;;;;;;;;;;;8;83835;0;;;1
5576;21;2;"120800";80;"556";"14";"1";"21";20;25,00;1101;0;100100;"2";"×ÅÐ";"À3";3;"60";"1";"29";"3";1435;15;;1470;;;;;;;;;;;;;12;83836;0;;;1
5577;21;2;"120800";80;"556";"14";"1";"21";21;6,00;1101;0;100100;"1";"×ÅÐ";"À3";2;"15";"1";"29";"2";1431;25;;0;;;;;;;;;;;;;12;83837;0;;;1
5578;21;2;"120800";80;"556";"14";"1";"21";22;18,00;1101;403;100200;"1À";"ÊÈÑ";"Ä2";4;"88";"3";"29";"4";1435;15;;0;;;;;;;;;;;;;23;83838;0;;;1
5579;21;2;"120800";80;"556";"14";"1";"21";23;11,00;1101;183;100200;"1À";"ÊÈÑ";"Ä2";4;"45";"3";"29";"4";0;0;;0;;;;;;;;;;;;;23;83839;0;;;1
5580;21;2;"120800";80;"556";"14";"1";"21";24;10,00;1101;0;100200;"1";"ÎÐ";"Ñ2";3;"38";"3";"29";"3";1435;15;;0;;;;;;;;;;;;;22;83840;0;;;1
5581;21;2;"120800";80;"556";"14";"1";"21";25;5,00;1108;183;100100;"1À";"ÎÐ";"Â2";2;"7";"1";"29";"2";1431;15;;0;;;;;;;;;;;;;11;83841;0;;;1
5582;21;2;"120800";80;"556";"14";"1";"21";26;9,00;1108;403;100100;"1À";"ÎÐ";"Â2";2;"13";"1";"29";"2";1431;15;;0;;;;;;;;;;;;;11;83842;0;;;1
5583;21;2;"120800";80;"556";"14";"1";"21";34;10,00;1101;403;304110;"1";"ÏÀÏ";"Ñ4";4;"31";"16";"37";"5";1435;10;;0;;;;;;;;;;;;;41;83843;0;;;1
5584;21;2;"131802";80;"556";"14";"1";"21";1;7,00;1101;0;100100;"1";"ÎÐ";"Â2";3;"11";"1";"29";"3";0;0;;0;;;;;;;;;;;;;11;83844;0;;;1
5585;21;2;"131802";80;"556";"14";"1";"21";2;5,00;1101;0;100100;"1À";"ÎÐ";"Â2";3;"9";"1";"29";"3";0;0;;0;;;;;;;;;;;;;11;83845;0;;;1
5586;21;2;"131802";80;"556";"14";"1";"21";3;9,00;1101;0;100100;"1À";"ÎÐ";"Â2";2;"14";"1";"29";"2";0;0;;0;;;;;;;;;;;;;11;83846;0;;;1
5587;21;2;"131802";80;"556";"14";"1";"21";4;7,00;1101;0;100100;"1À";"ÎÐ";"Â2";3;"13";"1";"29";"3";0;0;;0;;;;;;;;;;;;;11;83847;0;;;1
5588;21;2;"131802";80;"556";"14";"1";"21";5;10,00;1108;0;100200;"2";"ÎÐ";"Ñ2";1;"2";"3";"29";"1";1411;50;;0;;;;;;;;;;;;;22;83848;0;;;1
5589;21;2;"131802";80;"556";"14";"1";"21";27;16,00;1101;0;100100;"1";"ÎÐ";"Â2";3;"51";"1";"29";"3";1435;20;;1470;;;;;;;;;;;;;9;83849;0;;;1
5590;21;2;"131802";80;"556";"14";"1";"21";28;47,00;1101;0;100200;"1À";"ÊÈÑ";"Ä2";4;"240";"3";"29";"4";1435;15;;0;;;;;;;;;;;;;23;83850;0;;;1
5591;21;2;"131802";80;"556";"14";"1";"21";29;25,00;1101;0;100200;"1";"ÎÐ";"Ñ2";4;"80";"3";"29";"4";0;0;;0;;;;;;;;;;;;;22;83851;0;;;1
5592;21;2;"131802";80;"556";"14";"1";"21";30;3,00;1201;0;100200;"1";"ÎÐ";"Ñ2";0;;"3";"29";;1411;30;;0;;;;;;;;;;;;;22;83852;0;;;1
5593;21;2;"131802";80;"556";"14";"1";"21";31;53,00;1101;0;100100;"2";"ÌØ";"À2";3;"154";"1";"29";"3";1435;20;;1470;;;;;;;;;;;;;8;83853;0;;;1
5594;21;2;"131802";80;"556";"14";"1";"21";32;8,00;1101;403;302600;"1À";"ÎÐ";"Ñ2";3;"21";"14";"35";"4";1435;40;;0;"100200";;;;;;;;;;;;22;83854;0;;;1
5595;21;2;"131802";80;"556";"14";"1";"21";33;8,00;1108;403;100100;"1À";"ÎÐ";"Â2";2;"18";"1";"29";"2";1431;20;;1301;;;;;;;;;;;;;9;83855;0;;;1
5596;21;2;"131802";80;"556";"14";"1";"21";35;7,00;1108;0;100100;"1À";"ÎÐ";"Â2";2;"15";"1";"29";"2";1431;30;;0;;;;;;;;;;;;;11;83856;0;;;1
5597;21;2;"131802";80;"556";"14";"1";"21";36;10,00;1101;403;100200;"1";"ÎÐ";"Ñ2";3;"32";"3";"29";"3";0;0;;0;;;;;;;;;;;;;22;83857;0;;;1
5598;21;2;"131802";80;"556";"14";"1";"21";37;18,00;1101;403;100200;"1À";"ÊÈÑ";"Ä2";4;"92";"3";"29";"4";1435;15;;0;;;;;;;;;;;;;23;83858;0;;;1
5599;21;2;"131802";80;"556";"14";"1";"21";38;7,00;1101;403;304110;"1";"ÏÀÏ";"Ñ4";4;"22";"16";"37";"5";1435;10;;0;;;;;;;;;;;;;41;83859;0;;;1
5600;21;2;"131802";80;"556";"14";"1";"21";39;11,00;1108;403;100100;"1À";"ÎÐ";"Â2";2;"22";"1";"29";"2";1431;20;;1470;;;;;;;;;;;;;11;83860;0;;;1
5601;21;2;"131802";80;"556";"14";"1";"21";40;18,00;1101;403;100100;"1À";"ÎÐ";"Â2";3;"65";"1";"29";"3";1435;20;;1470;;;;;;;;;;;;;9;83861;0;;;1
5602;21;2;"131802";80;"556";"14";"1";"21";41;35,00;1101;0;100100;"1";"ÎÐ";"Â2";3;"95";"1";"29";"3";1435;10;;0;;;;;;;;;;;;;10;83862;0;;;1
5603;21;2;"131802";80;"556";"14";"1";"21";42;27,00;1101;0;100100;"1";"ÎÐ";"Â2";3;"73";"1";"29";"3";1435;10;;0;;;;;;;;;;;;;10;83863;0;;;1
5604;21;2;"131802";80;"556";"14";"1";"21";43;5,00;1101;403;100100;"1";"ÎÐ";"Â2";3;"14";"1";"29";"3";1435;10;;0;;;;;;;;;;;;;10;83864;0;;;1
5605;21;2;"131802";80;"556";"14";"1";"21";44;3,00;1101;403;304415;"2";"ÎÐ";"Â2";4;"3";"20";"43";"3";0;0;;0;"100100";;;;;;;;;;;;9;83865;0;;;1
5606;21;2;"131802";80;"556";"14";"1";"21";45;27,00;1101;403;100100;"1";"ÎÐ";"Â2";3;"70";"1";"29";"3";1435;15;;1470;;;;;;;;;;;;;10;83866;0;;;1
5607;21;2;"131802";80;"556";"14";"1";"21";46;1,00;2305;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;83867;0;;;1
5608;21;2;"131802";80;"556";"14";"1";"21";47;3,00;1101;403;100100;"1";"ÎÐ";"Â2";3;"8";"1";"29";"3";1435;15;;1470;;;;;;;;;;;;;10;83868;0;;;1
5609;21;2;"131802";80;"556";"14";"1";"21";48;2,00;1101;0;304415;"2";"ÎÐ";"Â2";4;"2";"20";"43";"3";0;0;;0;"100100";;;;;;;;;;;;9;83869;0;;;1
5610;21;2;"131802";81;"556";"14";"1";"21";1;15,00;1101;0;100100;"1";"ÎÐ";"Â2";2;"38";"1";"29";"2";1431;20;;1470;;;;;;;;;;;;;10;83870;0;;;1
5611;21;2;"131802";81;"556";"14";"1";"21";2;14,00;1101;0;302600;"1";"ÎÐ";"Â2";4;"38";"14";"35";"5";1435;15;;0;"100100";;;;;;;;;"10";;;11;83871;0;;;1
5612;21;2;"131802";81;"556";"14";"1";"21";3;123,00;1101;0;100100;"1";"ÎÐ";"Â2";3;"381";"1";"29";"3";1435;20;;1470;;;;;;;;;;;;;11;83872;0;;;1
5613;21;2;"131802";81;"556";"14";"1";"21";4;61,00;1101;403;100100;"1À";"ÎÐ";"Â2";3;"214";"1";"29";"3";1435;25;;0;;;;;;;;;;;;;10;83873;0;;;1
5614;21;2;"131802";81;"556";"14";"1";"21";5;14,00;1101;0;100100;"1";"ÎÐ";"Â2";3;"41";"1";"29";"3";1435;15;;1470;;;;;;;;;;;;;10;83874;0;;;1
5615;21;2;"131802";81;"556";"14";"1";"21";6;3,00;1101;403;100100;"1";"ÎÐ";"Â2";1;"1";"1";"29";"1";0;0;;0;;;;;;;;;;;;;10;83875;0;;;1
5616;21;2;"131802";81;"556";"14";"1";"21";7;6,00;1102;403;100100;"1";"ÎÐ";"Â2";1;"2";"1";"29";"1";0;0;;0;;;;;;;;;;;;;10;83876;0;;;1
5617;21;2;"131802";81;"556";"14";"1";"21";8;10,00;1101;403;100100;"1";"ÎÐ";"Â2";1;"4";"1";"29";"1";0;0;;0;;;;;;;;;;;;;10;83877;0;;;1
5618;21;2;"131802";81;"556";"14";"1";"21";9;16,00;1101;403;100100;"1";"ÎÐ";"Â2";3;"38";"1";"29";"3";1435;15;;1470;;;;;;;;;;;;;11;83878;0;;;1
5619;21;2;"131802";81;"556";"14";"1";"21";10;109,00;1101;0;100100;"1À";"ÎÐ";"Â2";3;"294";"1";"29";"3";1435;20;"5";1470;;;;;;;;;;;;;11;83879;0;;;1
5620;21;2;"131802";81;"556";"14";"1";"21";11;21,00;1101;403;100100;"1";"ÎÐ";"Â2";3;"57";"1";"29";"3";1435;20;;1470;;;;;;;;;;;;;10;83880;0;;;1
5621;21;2;"131802";81;"556";"14";"1";"21";12;4,00;1101;403;302600;"1";"ÎÐ";"Â2";1;"1";"14";"35";"1";1411;60;;3375;"100100";;;;;;;;;"20";;;10;83881;0;;;1
5622;21;2;"131802";81;"556";"14";"1";"21";13;7,00;2517;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;83882;0;;;1
5623;21;2;"131802";81;"556";"14";"1";"21";14;6,00;1108;403;100100;"1";"ÎÐ";"Â2";1;"3";"1";"29";"1";1425;25;;0;;;;;;;;;;;;;11;83883;0;;;1
5624;21;2;"131802";81;"556";"14";"1";"21";15;19,00;1108;373;100100;"1";"ÎÐ";"Â2";1;"10";"1";"29";"1";1425;25;;0;;;;;;;;;;;;;11;83884;0;;;1
5625;21;2;"131802";81;"556";"14";"1";"21";16;10,00;2305;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;83885;0;;;1
5626;21;2;"131802";81;"556";"14";"1";"21";17;1,00;1101;403;100100;"1";"ÎÐ";"Â2";1;;"1";"29";"1";0;0;;0;;;;;;;;;;;;;10;83886;0;;;1
5627;21;2;"131802";81;"556";"14";"1";"21";18;21,00;1101;403;100100;"1";"ÎÐ";"Â2";3;"57";"1";"29";"3";1435;20;;1470;;;;;;;;;;;;;10;83887;0;;;1
5628;21;2;"131802";81;"556";"14";"1";"21";19;5,00;1108;373;100100;"1";"ÎÐ";"Â2";1;"3";"1";"29";"1";1425;25;;0;;;;;;;;;;;;;11;83888;0;;;1
5629;21;2;"120700";82;"522";"14";"1";"21";1;8,00;2507;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;83889;0;;;1
5630;21;2;"120700";82;"522";"14";"1";"21";2;31,00;1101;403;304415;"1";"ÒÀÂ";"Ñ4";4;"31";"20";"43";"3";0;0;"5";0;;;;;;;;;;"10";;;30;83890;0;;;1
5631;21;2;"120700";82;"522";"14";"1";"21";3;19,00;1101;403;304415;"1";"ÏÀÏ";"Ñ4";4;"23";"20";"43";"3";0;0;"5";0;;;;;;;;;;"10";;;30;83891;0;;;1
5632;21;2;"120700";82;"522";"14";"1";"21";4;3,00;2507;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;83892;0;;;1
5633;21;2;"120700";82;"522";"14";"1";"21";5;5,00;2507;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;83893;0;;;1
5634;21;2;"120700";82;"522";"14";"1";"21";6;14,00;1101;403;304415;"1";"ÏÀÏ";"Ñ4";4;"17";"20";"43";"3";0;0;"5";0;;;;;;;;;;"20";;;30;83894;0;;;1
5635;21;2;"120700";82;"522";"14";"1";"21";7;5,00;2507;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;83895;0;;;1
5636;21;2;"120700";82;"522";"14";"1";"21";8;4,00;2510;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;83896;0;;;1
5637;21;2;"120700";83;"522";"14";"1";"21";1;14,00;1108;403;100100;"1À";"ÊÈÑ";"Ñ2";1;"8";"1";"29";"1";1425;15;;0;;;;;;;;;;;;;22;83897;0;;;1
5638;21;2;"120700";83;"522";"14";"1";"21";2;3,00;1510;403;100200;"1";"ÊÈÑ";"Ä2";0;;"3";"29";;3285;0;;0;"100200";;;;;;;;;;;;23;83898;0;;;1
5639;21;2;"120700";83;"522";"14";"1";"21";3;31,00;1108;403;100100;"1";"ÊÈÑ";"Ñ2";1;"9";"1";"29";"1";0;0;;0;"100200";;;;;;;;;;;;23;83899;0;;;1
5640;21;2;"120700";83;"522";"14";"1";"21";4;11,00;1108;403;302600;"1À";"ÎÐ";"Â2";2;"4";"14";"35";"2";0;0;;0;"100100";;;;;;;;;;;;9;83900;0;;;1
5641;21;2;"120700";83;"522";"14";"1";"21";5;29,00;1101;0;302600;"1";"ÊÈÑ";"Ä2";2;"12";"14";"35";"2";1705;50;;3211;"202000";;;;;;;;;;;;23;83901;0;;;1
5642;21;2;"120700";83;"522";"14";"1";"21";6;12,00;1108;403;100100;"1";"ÊÈÑ";"Ñ2";1;"5";"1";"29";"1";0;0;;0;;;;;;;;;;;;;22;83902;0;;;1
5643;21;2;"120700";83;"522";"14";"1";"21";7;30,00;1108;0;100100;"1À";"ÊÈÑ";"Ñ2";1;"12";"1";"29";"1";0;0;;0;;;;;;;;;;;;;22;83903;0;;;1
5644;21;2;"120700";83;"522";"14";"1";"21";8;6,00;1510;403;100100;"1";"ÎÐ";"Â2";0;;"1";"29";;3285;0;;0;"100100";;;;;;;;;;;;22;83904;0;;;1
5645;21;2;"120700";83;"522";"14";"1";"21";9;8,00;1101;0;302600;"1À";"ÊÈÑ";"Ä2";2;"6";"14";"35";"2";0;0;;0;"202000";;;;;;;;;;;;23;83905;0;;;1
5646;21;2;"120700";83;"522";"14";"1";"21";10;2,00;2548;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;83906;0;;;1
5647;21;2;"120700";83;"522";"14";"1";"21";11;22,00;1101;0;302600;"1À";"ÎÐ";"Â2";2;"15";"14";"35";"2";0;0;;0;"100100";;;;;;;;;;;;9;83907;0;;;1
5648;21;2;"131802";84;"522";"14";"1";"21";1;33,00;1108;583;100100;"2";"ÌØ";"À2";1;"8";"1";"29";"1";1425;15;;0;;;;;;;;;;;;;51;83908;0;;;1
5649;21;2;"131802";84;"522";"14";"1";"21";2;9,00;1101;583;100100;"2";"ÌØ";"À2";1;"1";"1";"29";"1";0;0;;0;;;;;;;;;;;;;51;83909;0;;;1
5650;21;2;"131802";84;"522";"14";"1";"21";3;118,00;1108;403;100100;"1À";"ÎÐ";"Â2";4;"366";"1";"29";"4";1842;0;;0;;;;;;;;;;;;;9;83910;0;;;1
5651;21;2;"131802";84;"522";"14";"1";"21";4;14,00;1108;0;100100;"1À";"ÎÐ";"Â2";4;"43";"1";"29";"4";0;0;;0;;;;;;;;;;;;;9;83911;0;;;1
5652;21;2;"131802";84;"522";"14";"1";"21";5;10,00;1101;403;302600;"1";"ÎÐ";"Â2";4;"26";"14";"35";"6";0;0;;0;"100100";;;;;;;;;;;;9;83912;0;;;1
5653;21;2;"131802";84;"522";"14";"1";"21";6;13,00;1101;0;302600;"1";"ÎÐ";"Â2";4;"34";"14";"35";"6";0;0;;0;"100100";;;;;;;;;;;;9;83913;0;;;1
5654;21;2;"131802";84;"522";"14";"1";"21";7;6,00;1101;403;302600;"1";"ÎÐ";"Â2";2;"6";"14";"35";"2";0;0;;0;"100100";;;;;;;;;;;;9;83914;0;;;1
5655;21;2;"131802";84;"522";"14";"1";"21";8;2,00;1101;403;100100;"1";"ÎÐ";"Â2";5;"4";"1";"29";"5";0;0;;0;;;;;;;;;;;;;9;83915;0;;;1
5656;21;2;"131802";84;"522";"14";"1";"21";9;29,00;1101;0;100100;"1";"ÎÐ";"Â2";5;"73";"1";"29";"5";0;0;;0;;;;;;;;;;;;;9;83916;0;;;1
5657;21;2;"131802";84;"522";"14";"1";"21";10;4,00;1101;403;302600;"1";"ÎÐ";"Â2";2;"4";"14";"35";"2";0;0;;0;"100100";;;;;;;;;;;;9;83917;0;;;1
5658;21;2;"131802";84;"522";"14";"1";"21";11;5,00;1101;0;302600;"1";"ÎÐ";"Â2";2;"5";"14";"35";"2";0;0;;0;"100100";;;;;;;;;;;;9;83918;0;;;1
5659;21;2;"131802";84;"522";"14";"1";"21";12;85,00;1101;0;100100;"1";"ÎÐ";"Â2";4;"204";"1";"29";"4";0;0;;0;;;;;;;;;;;;;9;83919;0;;;1
5660;21;2;"131802";84;"522";"14";"1";"21";13;22,00;1101;403;100100;"1";"ÎÐ";"Â2";4;"66";"1";"29";"4";1842;0;;0;;;;;;;;;;;;;9;83920;0;;;1
5661;21;2;"131802";84;"522";"14";"1";"21";14;63,00;1101;403;100100;"1";"ÎÐ";"Â2";4;"164";"1";"29";"4";0;0;;0;;;;;;;;;;;;;9;83921;0;;;1
5662;21;2;"131802";84;"522";"14";"1";"21";15;15,00;1101;403;100100;"1";"ÎÐ";"Â2";4;"36";"1";"29";"4";0;0;;0;;;;;;;;;;;;;9;83922;0;;;1
5663;21;2;"131802";84;"522";"14";"1";"21";16;67,00;1101;0;100200;"1";"ÎÐ";"Ñ2";4;"168";"3";"29";"4";0;0;;0;;;;;;;;;;;;;9;83923;0;;;1
5664;21;2;"131802";84;"522";"14";"1";"21";17;3,00;1101;0;100200;"2";"ÎÐ";"Ñ2";1;"2";"3";"29";"1";0;0;;0;;;;;;;;;;;;;9;83924;0;;;1
5665;21;2;"131802";84;"522";"14";"1";"21";18;24,00;1108;403;100100;"1À";"ÎÐ";"Â2";4;"74";"1";"29";"4";0;0;"5";0;;;;;;;;;;;;;9;83925;0;;;1
5666;21;2;"131802";84;"522";"14";"1";"21";19;12,00;1101;403;302600;"1";"ÎÐ";"Â2";4;"34";"14";"35";"6";1842;0;;0;"100100";;;;;;;;;;;;9;83926;0;;;1
5667;21;2;"131802";84;"522";"14";"1";"21";20;12,00;1101;403;302600;"1";"ÎÐ";"Â2";2;"10";"14";"35";"2";0;0;;0;"100100";;;;;;;;;;;;9;83927;0;;;1
5668;21;2;"131802";84;"522";"14";"1";"21";21;2,00;1101;0;302600;"2";"ÎÐ";"Â2";2;"1";"14";"35";"2";0;0;;0;"100100";;;;;;;;;;;;9;83928;0;;;1
5669;21;2;"131802";84;"522";"14";"1";"21";22;7,00;1101;0;302600;"1";"ÎÐ";"Â2";2;"7";"14";"35";"2";0;0;;0;"100100";;;;;;;;;;;;9;83929;0;;;1
5670;21;2;"131802";84;"522";"14";"1";"21";23;8,00;1101;0;100100;"1";"ÎÐ";"Â2";5;"26";"1";"29";"5";0;0;;0;;;;;;;;;;;;;9;83930;0;;;1
5671;21;2;"131802";84;"522";"14";"1";"21";24;8,00;2305;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;83931;0;;;1
5672;21;2;"131802";85;"522";"14";"1";"21";1;37,00;1101;0;100100;"1";"ÎÐ";"Â2";4;"100";"1";"29";"4";1842;0;;0;;;;;;;;;;;;;9;83932;0;;;1
5673;21;2;"131802";85;"522";"14";"1";"21";2;32,00;1101;0;100100;"1";"ÎÐ";"Â2";4;"96";"1";"29";"4";0;0;;0;;;;;;;;;;;;;9;83933;0;;;1
5674;21;2;"131802";85;"522";"14";"1";"21";3;7,00;1101;0;302600;"2";"ÎÐ";"Â2";2;"4";"14";"35";"2";0;0;;0;"100100";;;;;;;;;;;;9;83934;0;;;1
